task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,dws_star_rating,job_zone,emp_change_pct__PROJ_2025_2034__,eloundu_human,eloundu_gpt4,a_med_nat_2025,a_med_al_2025,a_med_ak_2025,a_med_az_2025,a_med_ar_2025,a_med_ca_2025,a_med_co_2025,a_med_ct_2025,a_med_de_2025,a_med_dc_2025,a_med_fl_2025,a_med_ga_2025,a_med_hi_2025,a_med_id_2025,a_med_il_2025,a_med_in_2025,a_med_ia_2025,a_med_ks_2025,a_med_ky_2025,a_med_la_2025,a_med_me_2025,a_med_md_2025,a_med_ma_2025,a_med_mi_2025,a_med_mn_2025,a_med_ms_2025,a_med_mo_2025,a_med_mt_2025,a_med_ne_2025,a_med_nv_2025,a_med_nh_2025,a_med_nj_2025,a_med_nm_2025,a_med_ny_2025,a_med_nc_2025,a_med_nd_2025,a_med_oh_2025,a_med_ok_2025,a_med_or_2025,a_med_pa_2025,a_med_ri_2025,a_med_sc_2025,a_med_sd_2025,a_med_tn_2025,a_med_tx_2025,a_med_ut_2025,a_med_vt_2025,a_med_va_2025,a_med_wa_2025,a_med_wv_2025,a_med_wi_2025,a_med_wy_2025,a_med_gu_2025,a_med_pr_2025,a_med_vi_2025,emp_tot_nat_2025,emp_tot_al_2025,emp_tot_ak_2025,emp_tot_az_2025,emp_tot_ar_2025,emp_tot_ca_2025,emp_tot_co_2025,emp_tot_ct_2025,emp_tot_de_2025,emp_tot_dc_2025,emp_tot_fl_2025,emp_tot_ga_2025,emp_tot_hi_2025,emp_tot_id_2025,emp_tot_il_2025,emp_tot_in_2025,emp_tot_ia_2025,emp_tot_ks_2025,emp_tot_ky_2025,emp_tot_la_2025,emp_tot_me_2025,emp_tot_md_2025,emp_tot_ma_2025,emp_tot_mi_2025,emp_tot_mn_2025,emp_tot_ms_2025,emp_tot_mo_2025,emp_tot_mt_2025,emp_tot_ne_2025,emp_tot_nv_2025,emp_tot_nh_2025,emp_tot_nj_2025,emp_tot_nm_2025,emp_tot_ny_2025,emp_tot_nc_2025,emp_tot_nd_2025,emp_tot_oh_2025,emp_tot_ok_2025,emp_tot_or_2025,emp_tot_pa_2025,emp_tot_ri_2025,emp_tot_sc_2025,emp_tot_sd_2025,emp_tot_tn_2025,emp_tot_tx_2025,emp_tot_ut_2025,emp_tot_vt_2025,emp_tot_va_2025,emp_tot_wa_2025,emp_tot_wv_2025,emp_tot_wi_2025,emp_tot_wy_2025,emp_tot_gu_2025,emp_tot_pr_2025,emp_tot_vi_2025
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Prepare tests.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Sociology Teachers, Postsecondary",sociology teachers postsecondary,25-1067.00,"Sociology Teachers, Postsecondary",25-1067,25-1067.00,"Social Sciences Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.4524876923076923,4.4,100.0,0.9583333333333334,3,5,2.1,E2,E2,84290.0,73670.0,84290.0,78430.0,62390.0,127680.0,78630.0,101490.0,123710.0,103160.0,63470.0,84330.0,84290.0,84140.0,82610.0,79880.0,81910.0,78630.0,61260.0,83700.0,76010.0,95980.0,96790.0,102870.0,87340.0,70860.0,77800.0,75880.0,76230.0,87480.0,112890.0,78350.0,77740.0,97540.0,76430.0,84290.0,79690.0,64900.0,101960.0,99660.0,84290.0,78410.0,64210.0,77370.0,81220.0,99350.0,87620.0,78120.0,83140.0,77380.0,84960.0,84290.0,84290.0,84090.0,84290.0,11850.0,210.0,25.0,230.0,30.0,810.0,220.0,320.0,37.0,70.0,230.0,230.0,48.0,50.0,440.0,290.0,140.0,110.0,150.0,80.0,80.0,200.0,580.0,370.0,240.0,90.0,100.0,30.0,70.0,100.0,40.0,550.0,50.0,1130.0,550.0,33.0,550.0,120.0,150.0,440.0,38.0,120.0,40.0,190.0,1040.0,70.0,40.0,400.0,200.0,60.0,450.0,21.0,5.0,70.0,2.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Evaluate student work.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Sociology Teachers, Postsecondary",sociology teachers postsecondary,25-1067.00,"Sociology Teachers, Postsecondary",25-1067,25-1067.00,"Social Sciences Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.4524876923076923,4.4,100.0,0.9583333333333334,3,5,2.1,E2,E2,84290.0,73670.0,84290.0,78430.0,62390.0,127680.0,78630.0,101490.0,123710.0,103160.0,63470.0,84330.0,84290.0,84140.0,82610.0,79880.0,81910.0,78630.0,61260.0,83700.0,76010.0,95980.0,96790.0,102870.0,87340.0,70860.0,77800.0,75880.0,76230.0,87480.0,112890.0,78350.0,77740.0,97540.0,76430.0,84290.0,79690.0,64900.0,101960.0,99660.0,84290.0,78410.0,64210.0,77370.0,81220.0,99350.0,87620.0,78120.0,83140.0,77380.0,84960.0,84290.0,84290.0,84090.0,84290.0,11850.0,210.0,25.0,230.0,30.0,810.0,220.0,320.0,37.0,70.0,230.0,230.0,48.0,50.0,440.0,290.0,140.0,110.0,150.0,80.0,80.0,200.0,580.0,370.0,240.0,90.0,100.0,30.0,70.0,100.0,40.0,550.0,50.0,1130.0,550.0,33.0,550.0,120.0,150.0,440.0,38.0,120.0,40.0,190.0,1040.0,70.0,40.0,400.0,200.0,60.0,450.0,21.0,5.0,70.0,2.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Administer tests to assess educational needs or progress.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Health Specialties Teachers, Postsecondary",health specialties teachers postsecondary,25-1071.00,"Health Specialties Teachers, Postsecondary",25-1071,25-1071.00,"Health Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.3190661538461538,4.16,89.09,1.0454545454545454,5,5,17.3,E2,E2,107310.0,92310.0,73890.0,99000.0,124890.0,165110.0,136930.0,107310.0,105780.0,167520.0,88710.0,106960.0,81480.0,101910.0,92860.0,98170.0,128490.0,86700.0,83680.0,125130.0,103090.0,108160.0,134520.0,108970.0,103510.0,137220.0,130490.0,101220.0,80960.0,77160.0,85250.0,96630.0,134600.0,131220.0,103220.0,100760.0,74720.0,76450.0,103180.0,107920.0,103780.0,82480.0,78720.0,98870.0,108150.0,168060.0,107500.0,106880.0,137520.0,60300.0,81500.0,93480.0,107310.0,85320.0,107310.0,221270.0,3360.0,460.0,3620.0,2080.0,17350.0,7800.0,7370.0,260.0,1460.0,8500.0,4860.0,290.0,1212.0,7740.0,4880.0,3230.0,1060.0,1380.0,2250.0,730.0,7459.999999999999,10250.0,3430.0,3050.0,1890.0,5699.999999999999,370.0,2760.0,1230.0,430.0,2959.9999999999995,1430.0,21410.0,9240.0,510.00000000000006,5670.0,950.0,2170.0,14890.000000000002,480.0,1030.0,270.0,4400.0,18960.0,3520.0,1170.0,5040.0,4510.0,2400.0,4410.0,230.0,94.0,1479.9999999999998,45.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Prepare tests.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Health Specialties Teachers, Postsecondary",health specialties teachers postsecondary,25-1071.00,"Health Specialties Teachers, Postsecondary",25-1071,25-1071.00,"Health Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.3190661538461538,4.16,89.09,1.0454545454545454,5,5,17.3,E2,E2,107310.0,92310.0,73890.0,99000.0,124890.0,165110.0,136930.0,107310.0,105780.0,167520.0,88710.0,106960.0,81480.0,101910.0,92860.0,98170.0,128490.0,86700.0,83680.0,125130.0,103090.0,108160.0,134520.0,108970.0,103510.0,137220.0,130490.0,101220.0,80960.0,77160.0,85250.0,96630.0,134600.0,131220.0,103220.0,100760.0,74720.0,76450.0,103180.0,107920.0,103780.0,82480.0,78720.0,98870.0,108150.0,168060.0,107500.0,106880.0,137520.0,60300.0,81500.0,93480.0,107310.0,85320.0,107310.0,221270.0,3360.0,460.0,3620.0,2080.0,17350.0,7800.0,7370.0,260.0,1460.0,8500.0,4860.0,290.0,1212.0,7740.0,4880.0,3230.0,1060.0,1380.0,2250.0,730.0,7459.999999999999,10250.0,3430.0,3050.0,1890.0,5699.999999999999,370.0,2760.0,1230.0,430.0,2959.9999999999995,1430.0,21410.0,9240.0,510.00000000000006,5670.0,950.0,2170.0,14890.000000000002,480.0,1030.0,270.0,4400.0,18960.0,3520.0,1170.0,5040.0,4510.0,2400.0,4410.0,230.0,94.0,1479.9999999999998,45.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Evaluate student work.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Health Specialties Teachers, Postsecondary",health specialties teachers postsecondary,25-1071.00,"Health Specialties Teachers, Postsecondary",25-1071,25-1071.00,"Health Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.3190661538461538,4.16,89.09,1.0454545454545454,5,5,17.3,E2,E2,107310.0,92310.0,73890.0,99000.0,124890.0,165110.0,136930.0,107310.0,105780.0,167520.0,88710.0,106960.0,81480.0,101910.0,92860.0,98170.0,128490.0,86700.0,83680.0,125130.0,103090.0,108160.0,134520.0,108970.0,103510.0,137220.0,130490.0,101220.0,80960.0,77160.0,85250.0,96630.0,134600.0,131220.0,103220.0,100760.0,74720.0,76450.0,103180.0,107920.0,103780.0,82480.0,78720.0,98870.0,108150.0,168060.0,107500.0,106880.0,137520.0,60300.0,81500.0,93480.0,107310.0,85320.0,107310.0,221270.0,3360.0,460.0,3620.0,2080.0,17350.0,7800.0,7370.0,260.0,1460.0,8500.0,4860.0,290.0,1212.0,7740.0,4880.0,3230.0,1060.0,1380.0,2250.0,730.0,7459.999999999999,10250.0,3430.0,3050.0,1890.0,5699.999999999999,370.0,2760.0,1230.0,430.0,2959.9999999999995,1430.0,21410.0,9240.0,510.00000000000006,5670.0,950.0,2170.0,14890.000000000002,480.0,1030.0,270.0,4400.0,18960.0,3520.0,1170.0,5040.0,4510.0,2400.0,4410.0,230.0,94.0,1479.9999999999998,45.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Administer tests to assess educational needs or progress.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Nursing Instructors and Teachers, Postsecondary",nursing instructors and teachers postsecondary,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-1072,25-1072.00,"Health Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.5399323076923077,4.53,96.48,0.9655172413793104,4,5,16.8,E2,E2,80250.0,79690.0,85650.0,78980.0,63090.0,81960.0,82530.0,95500.0,98170.0,107770.0,82410.0,77720.0,129530.0,90890.0,79150.0,76080.0,77360.0,62870.0,71920.0,79960.0,79600.0,84050.0,85130.0,78870.0,81280.0,75060.0,76340.0,77980.0,82720.0,96500.0,78310.0,76980.0,79380.0,82950.0,80400.0,80710.0,76700.0,67840.0,78050.0,78460.0,78340.0,79540.0,66630.0,80050.0,84930.0,82320.0,66660.0,82550.0,81630.0,62210.0,84700.0,72590.0,80250.0,58210.0,80250.0,77960.0,1460.0,162.0,1930.0,830.0,5610.0,1350.0,1380.0,240.00000000000003,110.0,4320.0,1590.0,1890.0,430.0,4940.0,1520.0,770.0,470.0,1130.0,440.0,420.0,840.0,2280.0,1740.0,1340.0,1050.0,1040.0,240.00000000000003,300.0,870.0,320.0,2000.0,320.0,6340.0,2560.0,150.0,4290.0,640.0,450.0,4290.0,260.0,1150.0,250.00000000000003,1150.0,6830.0,580.0,151.0,1670.0,1300.0,400.0,1760.0,150.0,33.0,380.0,16.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Prepare tests.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Nursing Instructors and Teachers, Postsecondary",nursing instructors and teachers postsecondary,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-1072,25-1072.00,"Health Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.5399323076923077,4.53,96.48,0.9655172413793104,4,5,16.8,E2,E2,80250.0,79690.0,85650.0,78980.0,63090.0,81960.0,82530.0,95500.0,98170.0,107770.0,82410.0,77720.0,129530.0,90890.0,79150.0,76080.0,77360.0,62870.0,71920.0,79960.0,79600.0,84050.0,85130.0,78870.0,81280.0,75060.0,76340.0,77980.0,82720.0,96500.0,78310.0,76980.0,79380.0,82950.0,80400.0,80710.0,76700.0,67840.0,78050.0,78460.0,78340.0,79540.0,66630.0,80050.0,84930.0,82320.0,66660.0,82550.0,81630.0,62210.0,84700.0,72590.0,80250.0,58210.0,80250.0,77960.0,1460.0,162.0,1930.0,830.0,5610.0,1350.0,1380.0,240.00000000000003,110.0,4320.0,1590.0,1890.0,430.0,4940.0,1520.0,770.0,470.0,1130.0,440.0,420.0,840.0,2280.0,1740.0,1340.0,1050.0,1040.0,240.00000000000003,300.0,870.0,320.0,2000.0,320.0,6340.0,2560.0,150.0,4290.0,640.0,450.0,4290.0,260.0,1150.0,250.00000000000003,1150.0,6830.0,580.0,151.0,1670.0,1300.0,400.0,1760.0,150.0,33.0,380.0,16.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Evaluate student work.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Nursing Instructors and Teachers, Postsecondary",nursing instructors and teachers postsecondary,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",25-1072,25-1072.00,"Health Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.5399323076923077,4.53,96.48,0.9655172413793104,4,5,16.8,E2,E2,80250.0,79690.0,85650.0,78980.0,63090.0,81960.0,82530.0,95500.0,98170.0,107770.0,82410.0,77720.0,129530.0,90890.0,79150.0,76080.0,77360.0,62870.0,71920.0,79960.0,79600.0,84050.0,85130.0,78870.0,81280.0,75060.0,76340.0,77980.0,82720.0,96500.0,78310.0,76980.0,79380.0,82950.0,80400.0,80710.0,76700.0,67840.0,78050.0,78460.0,78340.0,79540.0,66630.0,80050.0,84930.0,82320.0,66660.0,82550.0,81630.0,62210.0,84700.0,72590.0,80250.0,58210.0,80250.0,77960.0,1460.0,162.0,1930.0,830.0,5610.0,1350.0,1380.0,240.00000000000003,110.0,4320.0,1590.0,1890.0,430.0,4940.0,1520.0,770.0,470.0,1130.0,440.0,420.0,840.0,2280.0,1740.0,1340.0,1050.0,1040.0,240.00000000000003,300.0,870.0,320.0,2000.0,320.0,6340.0,2560.0,150.0,4290.0,640.0,450.0,4290.0,260.0,1150.0,250.00000000000003,1150.0,6830.0,580.0,151.0,1670.0,1300.0,400.0,1760.0,150.0,33.0,380.0,16.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Administer tests to assess educational needs or progress.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Education Teachers, Postsecondary",education teachers postsecondary,25-1081.00,"Education Teachers, Postsecondary",25-1081,25-1081.00,"Education and Library Science Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.5925276923076923,4.25,99.69,1.0,4,5,2.1,E2,E2,75350.0,63730.0,75350.0,78520.0,74500.0,111850.0,66870.0,80620.0,75350.0,80810.0,63640.0,62510.0,49800.0,65720.0,61560.0,66150.0,62090.0,63010.0,61450.0,83710.0,77050.0,78820.0,79980.0,79910.0,78950.0,61860.0,65910.0,70320.0,78950.0,74240.0,49250.0,77600.0,64830.0,82020.0,70050.0,77540.0,62400.0,60880.0,73880.0,74910.0,80030.0,66690.0,63350.0,72390.0,68280.0,77090.0,78100.0,77060.0,75170.0,63270.0,74790.0,66350.0,75350.0,64790.0,75350.0,60830.0,840.0,127.0,1590.0,250.0,3100.0,1060.0,900.0,120.0,230.0,1290.0,1750.0,460.0,170.0,3930.0,1830.0,690.0,590.0,620.0,460.0,190.0,870.0,2050.0,1140.0,950.0,430.0,1140.0,130.0,600.0,310.0,630.0,2580.0,290.0,5430.0,2130.0,230.0,2120.0,560.0,1240.0,3390.0,190.0,1270.0,190.0,950.0,6400.0,330.0,170.0,1630.0,1270.0,320.0,1540.0,80.0,26.0,280.0,12.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Prepare tests.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Education Teachers, Postsecondary",education teachers postsecondary,25-1081.00,"Education Teachers, Postsecondary",25-1081,25-1081.00,"Education and Library Science Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.5925276923076923,4.25,99.69,1.0,4,5,2.1,E2,E2,75350.0,63730.0,75350.0,78520.0,74500.0,111850.0,66870.0,80620.0,75350.0,80810.0,63640.0,62510.0,49800.0,65720.0,61560.0,66150.0,62090.0,63010.0,61450.0,83710.0,77050.0,78820.0,79980.0,79910.0,78950.0,61860.0,65910.0,70320.0,78950.0,74240.0,49250.0,77600.0,64830.0,82020.0,70050.0,77540.0,62400.0,60880.0,73880.0,74910.0,80030.0,66690.0,63350.0,72390.0,68280.0,77090.0,78100.0,77060.0,75170.0,63270.0,74790.0,66350.0,75350.0,64790.0,75350.0,60830.0,840.0,127.0,1590.0,250.0,3100.0,1060.0,900.0,120.0,230.0,1290.0,1750.0,460.0,170.0,3930.0,1830.0,690.0,590.0,620.0,460.0,190.0,870.0,2050.0,1140.0,950.0,430.0,1140.0,130.0,600.0,310.0,630.0,2580.0,290.0,5430.0,2130.0,230.0,2120.0,560.0,1240.0,3390.0,190.0,1270.0,190.0,950.0,6400.0,330.0,170.0,1630.0,1270.0,320.0,1540.0,80.0,26.0,280.0,12.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Evaluate student work.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Education Teachers, Postsecondary",education teachers postsecondary,25-1081.00,"Education Teachers, Postsecondary",25-1081,25-1081.00,"Education and Library Science Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.5925276923076923,4.25,99.69,1.0,4,5,2.1,E2,E2,75350.0,63730.0,75350.0,78520.0,74500.0,111850.0,66870.0,80620.0,75350.0,80810.0,63640.0,62510.0,49800.0,65720.0,61560.0,66150.0,62090.0,63010.0,61450.0,83710.0,77050.0,78820.0,79980.0,79910.0,78950.0,61860.0,65910.0,70320.0,78950.0,74240.0,49250.0,77600.0,64830.0,82020.0,70050.0,77540.0,62400.0,60880.0,73880.0,74910.0,80030.0,66690.0,63350.0,72390.0,68280.0,77090.0,78100.0,77060.0,75170.0,63270.0,74790.0,66350.0,75350.0,64790.0,75350.0,60830.0,840.0,127.0,1590.0,250.0,3100.0,1060.0,900.0,120.0,230.0,1290.0,1750.0,460.0,170.0,3930.0,1830.0,690.0,590.0,620.0,460.0,190.0,870.0,2050.0,1140.0,950.0,430.0,1140.0,130.0,600.0,310.0,630.0,2580.0,290.0,5430.0,2130.0,230.0,2120.0,560.0,1240.0,3390.0,190.0,1270.0,190.0,950.0,6400.0,330.0,170.0,1630.0,1270.0,320.0,1540.0,80.0,26.0,280.0,12.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Administer tests to assess educational needs or progress.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Library Science Teachers, Postsecondary",library science teachers postsecondary,25-1082.00,"Library Science Teachers, Postsecondary",25-1082,25-1082.00,"Education and Library Science Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.2941457692307692,4.23,72.91,0.96,3,5,3.0,E2,E2,80340.0,76340.0,80340.0,80340.0,80340.0,125640.0,80340.0,80340.0,80340.0,80340.0,75500.0,72510.0,80340.0,80340.0,80760.0,83330.0,83950.0,66100.0,63660.0,80340.0,80340.0,123170.0,80850.0,83370.0,83710.0,59920.0,74800.0,80340.0,66190.0,80340.0,80340.0,85130.0,80340.0,76060.0,79460.0,80340.0,82610.0,65620.0,81890.0,86250.0,80340.0,65310.0,80340.0,76940.0,76940.0,80340.0,80340.0,82880.0,104540.0,80340.0,80340.0,80340.0,80340.0,68350.0,80340.0,3630.0,130.0,8.0,75.0,30.0,310.0,67.0,39.0,11.0,16.0,100.0,110.0,15.0,20.0,390.0,80.0,40.0,60.0,60.0,45.0,15.0,90.0,50.0,70.0,110.0,100.0,60.0,12.0,40.0,36.0,16.0,120.0,20.0,210.0,250.0,10.0,50.0,80.0,90.0,30.0,12.0,40.0,11.0,210.0,180.0,40.0,7.000000000000001,100.0,90.0,16.0,68.0,7.000000000000001,2.0,40.0,1.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Prepare tests.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Library Science Teachers, Postsecondary",library science teachers postsecondary,25-1082.00,"Library Science Teachers, Postsecondary",25-1082,25-1082.00,"Education and Library Science Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.2941457692307692,4.23,72.91,0.96,3,5,3.0,E2,E2,80340.0,76340.0,80340.0,80340.0,80340.0,125640.0,80340.0,80340.0,80340.0,80340.0,75500.0,72510.0,80340.0,80340.0,80760.0,83330.0,83950.0,66100.0,63660.0,80340.0,80340.0,123170.0,80850.0,83370.0,83710.0,59920.0,74800.0,80340.0,66190.0,80340.0,80340.0,85130.0,80340.0,76060.0,79460.0,80340.0,82610.0,65620.0,81890.0,86250.0,80340.0,65310.0,80340.0,76940.0,76940.0,80340.0,80340.0,82880.0,104540.0,80340.0,80340.0,80340.0,80340.0,68350.0,80340.0,3630.0,130.0,8.0,75.0,30.0,310.0,67.0,39.0,11.0,16.0,100.0,110.0,15.0,20.0,390.0,80.0,40.0,60.0,60.0,45.0,15.0,90.0,50.0,70.0,110.0,100.0,60.0,12.0,40.0,36.0,16.0,120.0,20.0,210.0,250.0,10.0,50.0,80.0,90.0,30.0,12.0,40.0,11.0,210.0,180.0,40.0,7.000000000000001,100.0,90.0,16.0,68.0,7.000000000000001,2.0,40.0,1.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Evaluate student work.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Library Science Teachers, Postsecondary",library science teachers postsecondary,25-1082.00,"Library Science Teachers, Postsecondary",25-1082,25-1082.00,"Education and Library Science Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0023868572865323,2026-02-12,0.2941457692307692,4.23,72.91,0.96,3,5,3.0,E2,E2,80340.0,76340.0,80340.0,80340.0,80340.0,125640.0,80340.0,80340.0,80340.0,80340.0,75500.0,72510.0,80340.0,80340.0,80760.0,83330.0,83950.0,66100.0,63660.0,80340.0,80340.0,123170.0,80850.0,83370.0,83710.0,59920.0,74800.0,80340.0,66190.0,80340.0,80340.0,85130.0,80340.0,76060.0,79460.0,80340.0,82610.0,65620.0,81890.0,86250.0,80340.0,65310.0,80340.0,76940.0,76940.0,80340.0,80340.0,82880.0,104540.0,80340.0,80340.0,80340.0,80340.0,68350.0,80340.0,3630.0,130.0,8.0,75.0,30.0,310.0,67.0,39.0,11.0,16.0,100.0,110.0,15.0,20.0,390.0,80.0,40.0,60.0,60.0,45.0,15.0,90.0,50.0,70.0,110.0,100.0,60.0,12.0,40.0,36.0,16.0,120.0,20.0,210.0,250.0,10.0,50.0,80.0,90.0,30.0,12.0,40.0,11.0,210.0,180.0,40.0,7.000000000000001,100.0,90.0,16.0,68.0,7.000000000000001,2.0,40.0,1.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,Administer tests to assess educational needs or progress.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People","Criminal Justice and Law Enforcement Teachers, Postsecondary",criminal justice and law enforcement teachers postsecondary,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,25-1111.00,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",Postsecondary Teachers,Educational Instruction and Library Occupations,True,5.0,0.0023868572865323,2026-02-12,0.3352353846153846,4.32,95.99,0.9565217391304348,3,5,2.0,E2,E2,76590.0,65280.0,76590.0,71230.0,62380.0,139720.0,122050.0,73090.0,80510.0,76590.0,61550.0,71510.0,76590.0,76590.0,66040.0,68340.0,79690.0,50270.0,60280.0,82100.0,76590.0,99600.0,79500.0,76770.0,83060.0,78520.0,70500.0,76590.0,61650.0,67440.0,79190.0,71610.0,76590.0,82770.0,63020.0,67720.0,76610.0,62990.0,93960.0,94710.0,84270.0,76960.0,76590.0,62090.0,77270.0,76650.0,76590.0,76590.0,72700.0,76730.0,81890.0,69530.0,76590.0,76590.0,76590.0,13150.0,130.0,27.000000000000004,310.0,60.0,1460.0,370.0,200.0,40.0,59.0,840.0,320.0,53.0,72.0,480.0,170.0,80.0,70.0,100.0,70.0,54.00000000000001,220.0,380.0,360.0,100.0,110.0,360.0,43.0,70.0,60.0,40.0,530.0,73.0,880.0,1220.0,40.0,420.0,90.0,70.0,790.0,70.0,150.0,38.0,190.0,1150.0,80.0,26.0,270.0,120.0,90.0,300.0,40.0,6.0,79.0,3.0
