date,iwa,pct_tasks_affected,workers_affected,wages_affected
2026-02-12,Process animal carcasses.,24.51,21493.01,839949824.79
2026-02-12,"Load products, materials, or equipment for transportation or further processing.",5.52,20769.10,890347580.35
2026-02-12,Administer diagnostic tests to assess patient health.,7.85,20750.17,1498884628.27
2026-02-12,Advocate for individual or community needs.,45.02,20636.49,1412859697.39
2026-02-12,Investigate incidents or accidents.,55.57,20555.78,1831509602.05
2026-02-12,Research historical or social issues.,89.14,20542.06,2105484116.38
2026-02-12,Operate transportation equipment or vehicles.,1.41,20272.44,1486951738.74
2026-02-12,Assemble equipment or components.,8.07,20191.18,1230020087.96
2026-02-12,Investigate the environmental impact of industrial or development activities.,18.25,19196.56,1670692771.05
2026-02-12,"Perform athletic activities for fitness, competition, or artistic purposes.",49.81,18945.14,1223333892.34
2026-02-12,"Join parts using soldering, welding, or brazing techniques.",5.59,18443.13,1152044460.93
2026-02-12,Install energy or heating equipment.,7.61,18417.30,1041193000.16
2026-02-12,Develop research plans or methodologies.,43.62,18192.63,1754538952.54
2026-02-12,Groom or style hair.,12.52,17113.03,603234296.32
2026-02-12,Maintain vehicles in working condition.,6.01,16650.42,770952916.24
2026-02-12,Design materials or devices.,51.90,16620.39,1499510821.35
2026-02-12,Create decorative objects or parts of objects.,59.74,15918.96,719232802.25
2026-02-12,Coordinate regulatory compliance activities.,14.07,15770.92,1690952211.56
2026-02-12,Advise others on workplace health or safety issues.,47.31,15491.90,1243032811.40
2026-02-12,Fabricate devices or components.,6.47,15046.45,731519801.19
2026-02-12,Perform court-related or other legal administrative activities.,11.97,14877.13,907849879.36
2026-02-12,Serve on organizational committees.,39.24,14215.33,1310796107.26
2026-02-12,Communicate environmental or sustainability information.,53.79,13898.15,1481802587.44
2026-02-12,Apply protective solutions or coatings.,3.85,13871.65,580253870.01
2026-02-12,Monitor environmental conditions.,9.94,12136.99,415551935.37
2026-02-12,Operate agricultural or forestry equipment.,1.73,12072.18,481628361.77
2026-02-12,Develop systems or practices to mitigate or resolve environmental problems.,8.21,11763.01,1228889717.76
2026-02-12,Alter audio or video recordings.,50.94,11396.85,787639944.54
2026-02-12,Prepare industrial materials for processing or use.,4.68,11279.26,591308884.41
2026-02-12,Maintain medical equipment or instruments.,4.03,11039.93,863999529.15
2026-02-12,Operate laboratory or field equipment.,18.63,9581.72,703892138.37
2026-02-12,Evaluate production inputs or outputs.,4.87,9234.25,567637303.89
2026-02-12,"Discuss legal matters with clients, disputants, or legal professionals or staff.",25.09,8589.19,1026569770.30
2026-02-12,Direct vehicle traffic.,4.25,8438.11,318334889.29
2026-02-12,Analyze environmental or geospatial data.,16.58,7733.85,700351561.89
2026-02-12,Teach safety procedures or standards to others.,41.50,7481.78,355718850.85
2026-02-12,Direct legal activities.,8.40,6968.98,435853855.74
2026-02-12,"Clean workpieces, finished products, or other objects.",3.28,6680.78,322252513.69
2026-02-12,Research issues related to earth sciences.,63.38,6674.89,569409485.85
2026-02-12,Collect samples of products or materials.,13.67,6479.37,318685811.01
2026-02-12,"Develop safety standards, policies, or procedures.",7.76,5702.87,727599112.29
2026-02-12,Gather information for news stories.,53.38,5158.31,287772564.65
2026-02-12,Operate pumping systems or equipment.,6.63,4718.62,215171650.25
2026-02-12,Assess compliance with environmental standards or regulations.,19.85,4001.41,287734268.19
2026-02-12,Build structures.,1.47,3877.39,208531873.12
2026-02-12,Follow standard healthcare safety procedures to protect patient and staff members.,13.12,3784.62,283424451.94
2026-02-12,Install plumbing or piping equipment or systems.,7.06,3678.85,156476556.06
2026-02-12,Fabricate medical devices.,5.26,3543.65,540957716.99
2026-02-12,Fit assistive devices to patients or clients.,14.15,3220.79,149960142.31
2026-02-12,Position tools or equipment.,6.81,3184.97,187063133.21
2026-02-12,Monitor traffic conditions.,3.80,2858.02,99973702.25
2026-02-12,Develop health assessment methods or programs.,2.63,2821.13,177731086.73
2026-02-12,Adjust medical equipment to ensure adequate performance.,10.59,2792.93,459594822.16
2026-02-12,Operate cutting or grinding equipment.,3.05,2701.74,114086794.15
2026-02-12,Develop plans for managing or preserving natural resources.,4.14,2652.29,335592424.57
2026-02-12,Drill holes in earth or materials.,3.73,2649.09,105362240.79
2026-02-12,Operate energy production or distribution equipment.,6.70,2482.30,230407628.75
2026-02-12,Record images with photographic or audiovisual equipment.,21.05,2417.93,135189273.80
2026-02-12,Signal others to coordinate work activities.,1.79,2126.13,92812756.18
2026-02-12,Assemble products or work aids.,0.87,2066.28,86858636.45
2026-02-12,Develop contingency or emergency response plans.,9.15,2040.48,174430119.84
2026-02-12,Evaluate scholarly work.,87.96,1838.99,143703164.65
2026-02-12,Evaluate green technologies or processes.,9.86,1677.13,162152628.82
2026-02-12,Make legal decisions.,22.26,1457.11,150823384.39
2026-02-12,Operate construction or excavation equipment.,0.91,1388.23,68217586.56
2026-02-12,Remove workpieces from production equipment.,1.66,1323.79,60873056.34
2026-02-12,Direct security or safety activities or operations.,7.43,1280.88,93591802.39
2026-02-12,Research agricultural processes or practices.,19.96,1248.55,100353460.59
2026-02-12,Disassemble equipment.,0.88,1102.42,72941935.38
2026-02-12,Train animals.,9.27,1055.84,40913788.37
2026-02-12,Perform agricultural activities.,2.70,964.15,34825202.46
2026-02-12,Process forensic or legal evidence.,10.02,809.20,75725032.50
2026-02-12,Repair workpieces or products.,1.74,665.38,33061284.43
2026-02-12,Draft legislation or regulations.,21.43,580.25,26001039.71
2026-02-12,Sew garments or materials.,1.75,536.52,21922080.38
2026-02-12,Cut trees or other vegetation.,5.25,510.47,23785093.77
2026-02-12,Operate lifting or moving equipment.,0.87,476.14,25929393.48
2026-02-12,Manage agricultural or forestry operations.,2.65,457.67,25366631.43
2026-02-12,Record information about environmental conditions.,14.43,164.20,8600565.15
2026-02-12,Take physical measurements of patients or clients.,14.50,160.86,5535276.50
2026-02-12,Dispose of waste or debris.,0.14,157.14,7721665.23
2026-02-12,Administer emergency medical treatment.,1.18,112.63,7321831.28
2026-02-12,Test sites or materials for environmental hazards.,0.07,41.21,2972219.27
2026-02-12,Tend watercraft.,0.00,0.00,0.00
2026-02-12,Manage control systems or activities.,0.00,0.00,0.00
2026-02-12,Hunt animals.,0.00,0.00,0.00
2026-02-12,Engrave objects.,0.00,0.00,0.00
2026-02-12,Embalm corpses.,0.00,0.00,0.00
2026-02-12,Protect people or property from threats such as fires or flooding.,0.00,0.00,0.00
2026-02-12,Climb equipment or structures.,0.00,0.00,0.00
2026-02-12,Shape materials to create products.,0.00,0.00,0.00
2026-02-12,Set up protective structures or coverings near work areas.,0.00,0.00,0.00
2026-02-12,Supervise activities in correctional facilities.,0.00,0.00,0.00
2026-02-12,Smooth surfaces of objects or equipment.,0.00,0.00,0.00
