title_current,pct_tasks_affected_confirmed,workers_affected_confirmed,wages_affected_confirmed,pct_tasks_affected_ceiling,workers_affected_ceiling,wages_affected_ceiling,adoption_gap,ska_overall_gap,emp_nat,median_wage,major,job_zone,risk_score,risk_tier,quadrant,opportunity_score
Solar Sales Representatives and Assessors,74.57,43022.14,4305225909.57,78.13,45080.44,4511199288.00,3.57,-0.03,57697.00,100070.00,Sales and Related Occupations,3.00,9,high,Q2: Already adopted,153477.96
Information Security Engineers,35.06,6146.22,669754044.88,59.76,10475.73,1141540387.45,24.70,-1.47,17531.00,108970.00,Computer and Mathematical Occupations,4.00,5,moderate,Q3: Tool gap,151788.94
Credit Counselors,57.22,16083.18,811878995.84,66.54,18703.33,944144276.84,9.32,-0.40,28110.00,50480.00,Business and Financial Operations Occupations,4.00,10,high,Q1: Automation opportunity,149912.42
Aerospace Engineers,27.46,18790.65,2533543715.63,35.39,24218.57,3265389996.78,7.93,-4.23,68440.00,134830.00,Architecture and Engineering Occupations,4.00,1,low,Q3: Tool gap,149027.08
Special Effects Artists and Animators,41.87,8909.25,889142760.16,58.54,12457.53,1243261560.89,16.67,-0.40,21280.00,99800.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,8,high,Q1: Automation opportunity,148555.17
Electrical and Electronic Equipment Assemblers,26.38,24032.50,1062476784.30,32.54,29641.52,1310451423.99,6.16,0.29,91100.00,44210.00,Production Occupations,2.00,6,moderate,Q2: Already adopted,147967.83
Refuse and Recyclable Material Collectors,8.35,11620.86,561868352.88,21.01,29247.35,1414109300.54,12.66,-2.44,139180.00,48350.00,Transportation and Material Moving Occupations,2.00,2,low,Q3: Tool gap,147172.67
Maids and Housekeeping Cleaners,2.80,23897.32,828281146.38,8.94,76457.91,2650031210.62,6.15,1.18,854910.00,34660.00,Building and Grounds Cleaning and Maintenance Occupations,1.00,4,moderate,Q2: Already adopted,146922.75
Dietetic Technicians,52.44,15705.03,581714199.28,61.71,18481.41,684551563.18,9.27,0.11,29950.00,37040.00,Healthcare Practitioners and Technical Occupations,3.00,10,high,Q1: Automation opportunity,145586.74
Transportation Security Screeners,44.68,20703.56,1311777805.87,51.61,23917.38,1515405320.00,6.94,-0.21,46340.00,63360.00,Protective Service Occupations,2.00,6,moderate,Q2: Already adopted,143585.43
Police and Sheriff's Patrol Officers,26.44,36516.17,2785818601.01,30.37,41945.02,3199985393.77,3.93,-2.18,138105.00,76290.00,Protective Service Occupations,3.00,2,low,Q4: Low priority,143543.48
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",18.58,10650.94,480676702.00,31.94,18306.51,826172775.25,13.36,-0.72,57310.00,45130.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,142277.14
Private Detectives and Investigators,60.57,23438.69,1227483937.34,66.41,25700.62,1345941548.17,5.84,-1.57,38700.00,52370.00,Protective Service Occupations,3.00,6,moderate,Q4: Low priority,136994.36
Gambling Change Persons and Booth Cashiers,30.95,6788.20,236297227.99,51.12,11211.42,390269387.38,20.17,2.11,21930.00,34810.00,Sales and Related Occupations,2.00,4,moderate,Q1: Automation opportunity,136915.98
"Cutting and Slicing Machine Setters, Operators, and Tenders",16.59,7886.84,360428649.91,33.88,16105.66,736028771.93,17.29,-1.34,47540.00,45700.00,Production Occupations,2.00,2,low,Q3: Tool gap,136349.47
Speech-Language Pathology Assistants,28.83,21892.79,1008162901.75,35.01,26587.06,1224334269.99,6.18,-0.67,75937.00,46050.00,Healthcare Support Occupations,3.00,8,moderate,Q2: Already adopted,135336.89
Computer Numerically Controlled Tool Programmers,53.08,14984.63,984040976.60,62.09,17527.36,1151021670.73,9.01,-0.68,28230.00,65670.00,Production Occupations,2.00,7,moderate,Q1: Automation opportunity,134969.16
"Camera Operators, Television, Video, and Film",27.63,6759.06,465091083.91,47.13,11527.24,793189533.49,19.49,-0.14,24460.00,68810.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,5,moderate,Q1: Automation opportunity,131759.71
Broadcast Announcers and Radio Disc Jockeys,42.82,10224.78,467067914.81,55.70,13300.35,607560069.09,12.88,-1.87,23880.00,45680.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,5,moderate,Q3: Tool gap,131687.82
"Mixing and Blending Machine Setters, Operators, and Tenders",22.50,22692.70,1081987920.67,28.25,28490.93,1358447495.02,5.75,-3.96,100840.00,47680.00,Production Occupations,2.00,4,moderate,Q4: Low priority,130481.43
Respiratory Therapists,15.65,21348.79,1717510080.99,21.73,29645.39,2384971573.79,6.08,-1.12,136420.00,80450.00,Healthcare Practitioners and Technical Occupations,3.00,1,low,Q4: Low priority,129836.07
Quality Control Systems Managers,17.89,8046.84,977207916.96,33.95,15276.15,1855135340.53,16.07,-2.50,44992.00,121440.00,Management Occupations,4.00,1,low,Q3: Tool gap,129296.50
Financial Managers,25.11,4736.82,765943527.02,52.40,9886.71,1598680366.69,27.29,-2.68,18868.00,161700.00,Management Occupations,4.00,3,low,Q3: Tool gap,129288.12
Bioinformatics Scientists,72.19,19562.33,1825752179.61,78.79,21350.44,1992636245.82,6.60,-3.94,27099.00,93330.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q4: Low priority,129080.58
Automotive and Watercraft Service Attendants,17.99,17679.42,616127823.12,25.26,24826.20,865193131.99,7.27,-0.49,98270.00,34850.00,Transportation and Material Moving Occupations,2.00,6,moderate,Q2: Already adopted,128575.30
"Sawing Machine Setters, Operators, and Tenders, Wood",27.59,11900.97,475443907.92,38.37,16551.10,661216250.15,10.78,-1.65,43140.00,39950.00,Production Occupations,2.00,1,low,Q3: Tool gap,128282.27
"Plumbers, Pipefitters, and Steamfitters",19.99,47590.30,2996761455.64,22.69,54003.68,3400611938.63,2.69,-1.93,238034.00,62970.00,Construction and Extraction Occupations,3.00,2,low,Q4: Low priority,128223.14
Environmental Compliance Inspectors,33.29,11056.48,867049402.87,44.68,14838.78,1163656791.98,11.39,-1.80,33212.00,78420.00,Business and Financial Operations Occupations,4.00,3,low,Q3: Tool gap,125914.89
Floral Designers,33.92,13623.31,492073954.40,43.14,17323.06,625708955.05,9.21,1.11,40160.00,36120.00,"Arts, Design, Entertainment, Sports, and Media Occupations",2.00,5,moderate,Q1: Automation opportunity,125505.11
"Philosophy and Religion Teachers, Postsecondary",75.68,15771.11,1230934863.91,83.55,17410.86,1358917713.85,7.87,-2.83,20840.00,78050.00,Educational Instruction and Library Occupations,5.00,8,high,Q3: Tool gap,124091.87
Compensation and Benefits Managers,55.61,11160.77,1566525265.20,66.71,13388.81,1879253068.89,11.10,-1.62,20070.00,140360.00,Management Occupations,4.00,7,moderate,Q3: Tool gap,123899.57
Air Traffic Controllers,31.15,6976.69,1008689977.71,48.88,10949.44,1583070147.27,17.74,-3.42,22400.00,144580.00,Transportation and Material Moving Occupations,3.00,4,moderate,Q3: Tool gap,123735.03
Sewing Machine Operators,11.19,12259.74,441350648.43,21.20,23232.76,836379467.39,10.01,-0.16,109590.00,36000.00,Production Occupations,1.00,4,moderate,Q1: Automation opportunity,122754.27
Photonics Engineers,54.71,20274.55,2387328078.61,60.71,22498.37,2649183071.53,6.00,-4.85,37057.00,117750.00,Architecture and Engineering Occupations,4.00,5,moderate,Q4: Low priority,121669.26
Chemical Technicians,52.62,29280.34,1692110881.90,56.76,31583.28,1825197687.17,4.14,-0.20,55640.00,57790.00,"Life, Physical, and Social Science Occupations",3.00,8,high,Q2: Already adopted,121191.26
Appraisers and Assessors of Real Estate,26.63,7865.56,514564960.01,41.83,12355.40,808290239.50,15.20,0.52,29535.00,65420.00,Business and Financial Operations Occupations,4.00,5,moderate,Q1: Automation opportunity,119570.34
"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",24.89,9026.10,541114488.69,38.03,13789.80,826698553.19,13.14,-1.14,36260.00,59950.00,Educational Instruction and Library Occupations,4.00,3,low,Q3: Tool gap,118581.51
Urban and Regional Planners,41.57,17893.08,1498008887.48,48.09,20696.99,1732751935.13,6.51,-2.62,43040.00,83720.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q4: Low priority,116567.22
Interior Designers,49.33,34326.29,2179376452.78,52.70,36671.25,2328257498.14,3.37,-1.99,69580.00,63490.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,8,high,Q4: Low priority,115684.88
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",41.62,9589.33,967946564.16,53.60,12350.41,1246650532.41,11.98,-1.66,23040.00,100940.00,"Installation, Maintenance, and Repair Occupations",3.00,4,moderate,Q3: Tool gap,114917.31
Electromechanical Equipment Assemblers,15.62,14227.37,628991891.77,23.67,21564.16,953351533.39,8.05,0.48,91100.00,44210.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,114580.96
Chemical Engineers,45.78,9307.81,1134249720.69,57.92,11776.05,1435029599.15,12.14,-4.80,20330.00,121860.00,Architecture and Engineering Occupations,4.00,5,moderate,Q3: Tool gap,113005.02
Magnetic Resonance Imaging Technologists,22.02,9145.03,806408881.97,34.26,14229.17,1254727979.92,12.24,-0.42,41530.00,88180.00,Healthcare Practitioners and Technical Occupations,3.00,3,low,Q1: Automation opportunity,111954.21
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",22.17,15541.32,702312376.11,29.36,20580.90,930050673.42,7.19,-1.99,70110.00,45190.00,Production Occupations,2.00,2,low,Q4: Low priority,111712.49
Video Game Designers,60.30,33588.10,3294656750.74,63.62,35438.40,3476153101.73,3.32,-1.51,55700.00,98090.00,Computer and Mathematical Occupations,4.00,7,moderate,Q4: Low priority,111576.67
"Law Teachers, Postsecondary",75.25,17157.54,2173002851.99,81.71,18630.93,2359606680.64,6.46,-5.10,22800.00,126650.00,Educational Instruction and Library Occupations,5.00,8,high,Q4: Low priority,110875.51
Media Programming Directors,21.73,8426.06,703407079.34,34.67,13442.39,1122170597.99,12.94,-2.34,38771.00,83480.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,4,moderate,Q3: Tool gap,109019.38
Computer and Information Research Scientists,75.93,29217.43,4117028448.42,79.64,30645.83,4318303362.26,3.71,-3.04,38480.00,140910.00,Computer and Mathematical Occupations,5.00,7,moderate,Q4: Low priority,108456.31
Postmasters and Mail Superintendents,17.28,2386.38,221288647.70,62.17,8584.99,796086577.94,44.89,-0.98,13810.00,92730.00,Management Occupations,2.00,6,moderate,Q1: Automation opportunity,107112.49
Cartographers and Photogrammetrists,39.70,5077.52,397976324.10,60.56,7745.75,607111635.75,20.86,-0.97,12790.00,78380.00,Architecture and Engineering Occupations,4.00,7,moderate,Q1: Automation opportunity,105926.24
Physical Therapist Assistants,13.17,14230.21,932221203.87,20.60,22245.05,1457273214.46,7.42,-0.73,108010.00,65510.00,Healthcare Support Occupations,3.00,7,moderate,Q1: Automation opportunity,105594.70
Flight Attendants,36.73,47790.70,3208189751.53,38.93,50657.03,3400606732.69,2.20,-0.84,130110.00,67130.00,Transportation and Material Moving Occupations,2.00,6,moderate,Q2: Already adopted,105283.30
Cytogenetic Technologists,38.37,16454.30,1018356672.23,44.76,19194.84,1187968369.11,6.39,-0.43,42880.00,61890.00,Healthcare Practitioners and Technical Occupations,4.00,9,high,Q2: Already adopted,105162.27
"Psychology Teachers, Postsecondary",75.88,31574.66,2536392356.85,79.19,32952.43,2647068400.98,3.31,-3.53,41610.00,80330.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,104548.26
Transportation Planners,57.57,21281.97,2135433085.77,62.43,23082.11,2316058915.79,4.87,-2.43,36970.00,100340.00,"Life, Physical, and Social Science Occupations",4.00,6,moderate,Q4: Low priority,103625.87
Human Factors Engineers and Ergonomists,48.44,42409.94,4289341769.93,50.87,44543.28,4505107221.84,2.44,-2.30,87557.50,101140.00,Architecture and Engineering Occupations,5.00,7,moderate,Q4: Low priority,103331.64
Couriers and Messengers,33.87,24357.33,933860091.60,38.11,27406.20,1050753816.07,4.24,2.01,71920.00,38340.00,Office and Administrative Support Occupations,2.00,8,high,Q2: Already adopted,103256.91
"History Teachers, Postsecondary",79.93,15873.42,1293684079.83,86.42,17162.12,1398712661.19,6.49,-2.71,19860.00,81500.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,103000.96
Electrical and Electronics Drafters,46.56,9321.14,687154452.85,57.61,11532.68,850189041.80,11.05,-0.55,20020.00,73720.00,Architecture and Engineering Occupations,3.00,9,high,Q1: Automation opportunity,102967.32
"Maintenance Workers, Machinery",17.99,10172.90,615460676.94,28.10,15886.58,961138377.52,10.11,-1.76,56540.00,60500.00,"Installation, Maintenance, and Repair Occupations",3.00,1,low,Q3: Tool gap,102802.84
Bioengineers and Biomedical Engineers,40.11,8767.64,937699357.97,51.82,11328.68,1211602123.77,11.72,-4.02,21860.00,106950.00,Architecture and Engineering Occupations,4.00,5,moderate,Q3: Tool gap,102718.41
Geodetic Surveyors,19.55,2818.39,205009566.04,55.84,8050.33,585581338.09,36.29,-2.09,14417.00,72740.00,Architecture and Engineering Occupations,4.00,3,low,Q3: Tool gap,102279.64
Biostatisticians,59.69,6644.84,686411589.33,74.85,8331.76,860671114.86,15.15,-3.63,11132.00,103300.00,Computer and Mathematical Occupations,5.00,7,moderate,Q3: Tool gap,100694.86
"Engineering Teachers, Postsecondary",82.86,33070.10,3509399239.90,85.91,34285.23,3638348649.34,3.04,-4.67,39910.00,106120.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,100687.59
Home Appliance Repairers,27.39,8746.85,432181652.16,38.87,12416.47,613497956.80,11.49,-0.43,31940.00,49410.00,"Installation, Maintenance, and Repair Occupations",2.00,4,moderate,Q1: Automation opportunity,100493.64
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",31.93,17307.71,856731793.49,37.74,20452.49,1012398021.44,5.80,-0.75,54200.00,49500.00,Production Occupations,2.00,6,moderate,Q2: Already adopted,100422.17
Microsystems Engineers,43.17,9963.27,1173175479.79,53.12,12259.35,1443538399.89,9.95,-3.98,23080.00,117750.00,Architecture and Engineering Occupations,5.00,5,moderate,Q3: Tool gap,99117.99
Training and Development Managers,85.71,38536.10,4897553549.81,88.25,39679.15,5042823344.03,2.54,-3.54,44960.00,127090.00,Management Occupations,4.00,7,moderate,Q4: Low priority,97972.78
Media Technical Directors/Managers,23.92,5835.42,487140699.64,40.64,9914.58,827669202.91,16.72,-2.26,24398.00,83480.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,2,low,Q3: Tool gap,97563.82
Equal Opportunity Representatives and Officers,31.77,20145.20,1579786410.72,36.57,23189.84,1818546882.55,4.80,-2.63,63415.00,78420.00,Business and Financial Operations Occupations,4.00,5,moderate,Q4: Low priority,96719.74
Phlebotomists,17.06,23688.24,1034228381.10,21.13,29348.91,1281373621.11,4.08,0.54,138880.00,43660.00,Healthcare Support Occupations,3.00,8,moderate,Q2: Already adopted,96552.06
Stationary Engineers and Boiler Operators,20.10,6186.23,465142917.37,35.57,10948.94,823250727.73,15.47,-0.45,30780.00,75190.00,Production Occupations,3.00,4,moderate,Q1: Automation opportunity,95721.92
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",23.36,14800.76,598542779.88,29.82,18889.91,763908013.73,6.45,-2.11,63350.00,40440.00,Production Occupations,2.00,3,low,Q4: Low priority,95536.76
Industrial Engineering Technologists and Technicians,30.38,9894.43,641060264.44,39.93,13006.12,842666531.56,9.55,-1.16,32570.00,64790.00,Architecture and Engineering Occupations,3.00,2,low,Q3: Tool gap,94529.89
Travel Guides,50.12,12280.70,450210642.72,57.71,14142.40,518460399.21,7.60,0.66,24505.00,36660.00,Personal Care and Service Occupations,2.00,10,high,Q1: Automation opportunity,93299.05
Data Warehousing Specialists,88.71,28729.65,3906657384.40,91.95,29777.14,4049095789.05,3.23,0.07,32385.00,135980.00,Computer and Mathematical Occupations,4.00,9,high,Q2: Already adopted,92926.26
Court Reporters and Simultaneous Captioners,19.41,2451.08,164981968.55,57.07,7207.84,485159802.33,37.66,-0.79,12630.00,67310.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,7,moderate,Q1: Automation opportunity,92313.50
"Chemistry Teachers, Postsecondary",65.95,13447.17,1159414973.07,72.80,14844.54,1279895919.64,6.85,-3.70,20390.00,86220.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,92156.08
Gambling Surveillance Officers and Gambling Investigators,37.15,3715.12,163093582.34,61.84,6184.26,271489132.25,24.69,-0.01,10000.00,43900.00,Protective Service Occupations,2.00,8,high,Q1: Automation opportunity,91731.67
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",14.37,22926.83,1091088051.26,18.36,29288.65,1393846880.59,3.99,-3.15,159500.00,47590.00,Production Occupations,2.00,2,low,Q4: Low priority,91445.96
Robotics Engineers,57.70,14061.88,1655786474.99,64.19,15642.91,1841952314.79,6.49,-5.16,24369.00,117750.00,Architecture and Engineering Occupations,4.00,5,moderate,Q4: Low priority,91231.49
Quality Control Analysts,25.72,5364.26,322553003.89,42.59,8883.11,534141337.67,16.87,-0.84,20858.00,60130.00,"Life, Physical, and Social Science Occupations",3.00,7,moderate,Q1: Automation opportunity,90497.74
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",25.77,4164.06,195752602.55,47.31,7645.96,359436451.21,21.55,-0.63,16160.00,47010.00,Production Occupations,2.00,5,moderate,Q1: Automation opportunity,89720.46
