category,config_key,config_label,pct_tasks_affected,workers_affected,wages_affected
Legal Secretaries and Administrative Assistants,conv_baseline,Conv. Baseline,33.57,51875.98,2808565782.42
Health Informatics Specialists,conv_baseline,Conv. Baseline,52.85,49885.53,5177619078.17
Architectural and Civil Drafters,conv_baseline,Conv. Baseline,45.47,49816.47,3202202384.39
Chemists,conv_baseline,Conv. Baseline,59.71,49708.47,4182967701.72
Water/Wastewater Engineers,conv_baseline,Conv. Baseline,41.50,49170.53,4896893046.80
"Education Teachers, Postsecondary",conv_baseline,Conv. Baseline,83.15,49132.12,3541934188.13
Flight Attendants,conv_baseline,Conv. Baseline,36.73,47790.70,3208189751.53
Technical Writers,conv_baseline,Conv. Baseline,85.76,47620.88,4365405952.89
"Plumbers, Pipefitters, and Steamfitters",conv_baseline,Conv. Baseline,19.99,47590.30,2996761455.64
Shuttle Drivers and Chauffeurs,conv_baseline,Conv. Baseline,16.14,47174.15,1923279294.91
Manufacturing Engineers,conv_baseline,Conv. Baseline,53.38,46741.14,4727398816.05
Interpreters and Translators,conv_baseline,Conv. Baseline,87.05,46448.45,2760896070.37
Tax Preparers,conv_baseline,Conv. Baseline,62.90,46274.71,2339649522.75
Mechanical Engineers,conv_baseline,Conv. Baseline,45.83,45563.69,4662076388.41
Radiologic Technologists and Technicians,conv_baseline,Conv. Baseline,20.21,45170.33,3507927727.35
Logistics Engineers,conv_baseline,Conv. Baseline,50.68,45037.80,3642657073.97
"Ushers, Lobby Attendants, and Ticket Takers",conv_baseline,Conv. Baseline,37.60,44821.73,1396197036.92
Firefighters,conv_baseline,Conv. Baseline,13.47,44738.66,2663292419.50
Real Estate Brokers,conv_baseline,Conv. Baseline,90.16,44711.30,3231733119.25
Medical Records Specialists,conv_baseline,Conv. Baseline,38.67,44484.87,2603321835.45
File Clerks,conv_baseline,Conv. Baseline,56.14,44340.80,1829944741.29
"Painters, Construction and Maintenance",conv_baseline,Conv. Baseline,19.74,44253.82,2153390768.78
"Nursing Instructors and Teachers, Postsecondary",conv_baseline,Conv. Baseline,59.60,44250.06,3537350054.96
Health Information Technologists and Medical Registrars,conv_baseline,Conv. Baseline,38.11,43846.82,2565982336.47
Industrial Truck and Tractor Operators,conv_baseline,Conv. Baseline,5.43,43777.08,2030818594.71
Industrial Engineers,conv_baseline,Conv. Baseline,49.94,43727.46,4422594984.88
Library Technicians,conv_baseline,Conv. Baseline,58.86,43422.30,1735589411.37
Operating Engineers and Other Construction Equipment Operators,conv_baseline,Conv. Baseline,9.22,43243.93,2538851142.67
Food Batchmakers,conv_baseline,Conv. Baseline,25.16,43183.99,1761474951.85
Solar Sales Representatives and Assessors,conv_baseline,Conv. Baseline,74.57,43022.14,4305225909.57
"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",conv_baseline,Conv. Baseline,44.60,42985.19,4227163293.63
"English Language and Literature Teachers, Postsecondary",conv_baseline,Conv. Baseline,71.86,42819.71,3351499059.50
"Bus Drivers, School",conv_baseline,Conv. Baseline,14.64,42782.28,1744223758.19
Human Factors Engineers and Ergonomists,conv_baseline,Conv. Baseline,48.44,42409.94,4289341769.93
Travel Agents,conv_baseline,Conv. Baseline,71.20,42117.17,2040577111.31
"Special Education Teachers, Middle School",conv_baseline,Conv. Baseline,44.16,42101.74,2731561124.57
Clergy,conv_baseline,Conv. Baseline,72.16,41912.64,2549126559.92
Allergists and Immunologists,conv_baseline,Conv. Baseline,30.31,41614.10,10366223064.75
Procurement Clerks,conv_baseline,Conv. Baseline,69.39,41564.85,2016310849.08
Computer Hardware Engineers,conv_baseline,Conv. Baseline,54.59,41333.21,6407474726.49
Regulatory Affairs Specialists,conv_baseline,Conv. Baseline,40.69,41116.74,3224374498.05
Logisticians,conv_baseline,Conv. Baseline,58.84,40867.68,3305377663.93
Sales Engineers,conv_baseline,Conv. Baseline,72.01,40822.69,4960773261.81
Geographic Information Systems Technologists and Technicians,conv_baseline,Conv. Baseline,47.21,40709.84,4436151544.33
Dietitians and Nutritionists,conv_baseline,Conv. Baseline,52.54,40226.41,2970720220.44
"Biological Science Teachers, Postsecondary",conv_baseline,Conv. Baseline,74.81,39836.03,3324715481.08
Civil Engineers,conv_baseline,Conv. Baseline,33.59,39798.94,3963576704.93
"Electronics Engineers, Except Computer",conv_baseline,Conv. Baseline,59.87,39524.29,5042903541.98
Electrical and Electronic Engineering Technologists and Technicians,conv_baseline,Conv. Baseline,42.53,39425.84,3042886643.96
"Poets, Lyricists and Creative Writers",conv_baseline,Conv. Baseline,87.44,39364.63,2844881745.13
"Mobile Heavy Equipment Mechanics, Except Engines",conv_baseline,Conv. Baseline,21.83,39344.61,2517267979.46
Gambling Dealers,conv_baseline,Conv. Baseline,47.20,39162.52,1303328537.86
Administrative Services Managers,conv_baseline,Conv. Baseline,21.21,39126.36,4185993955.43
Training and Development Managers,conv_baseline,Conv. Baseline,85.71,38536.10,4897553549.81
Telecommunications Line Installers and Repairers,conv_baseline,Conv. Baseline,39.03,38388.15,2706364817.76
Biological Technicians,conv_baseline,Conv. Baseline,50.27,38302.56,1991733301.75
Purchasing Managers,conv_baseline,Conv. Baseline,46.97,38158.94,5323553871.12
"Dentists, General",conv_baseline,Conv. Baseline,33.43,37940.73,6555779205.22
Occupational Health and Safety Specialists,conv_baseline,Conv. Baseline,29.38,37737.19,3166527344.13
Database Administrators,conv_baseline,Conv. Baseline,75.35,37271.99,4578959095.11
Skincare Specialists,conv_baseline,Conv. Baseline,52.96,37202.34,1546129390.83
Demonstrators and Product Promoters,conv_baseline,Conv. Baseline,57.43,37194.57,1411905774.00
Sheet Metal Workers,conv_baseline,Conv. Baseline,31.58,37095.56,2257264820.85
Customs Brokers,conv_baseline,Conv. Baseline,43.21,37055.08,2905859468.42
Police and Sheriff's Patrol Officers,conv_baseline,Conv. Baseline,26.44,36516.17,2785818601.01
Credit Analysts,conv_baseline,Conv. Baseline,54.05,36413.65,2948413493.56
Retail Loss Prevention Specialists,conv_baseline,Conv. Baseline,43.59,36226.73,1507031904.39
"Career/Technical Education Teachers, Postsecondary",conv_baseline,Conv. Baseline,32.38,35995.17,2213343066.17
Marriage and Family Therapists,conv_baseline,Conv. Baseline,54.21,35707.60,2277430823.91
"Computer, Automated Teller, and Office Machine Repairers",conv_baseline,Conv. Baseline,48.83,35653.63,1670728998.72
Residential Advisors,conv_baseline,Conv. Baseline,42.88,35510.55,1391303175.39
Freight Forwarders,conv_baseline,Conv. Baseline,51.92,35035.73,1748282901.84
Public Safety Telecommunicators,conv_baseline,Conv. Baseline,34.51,34903.84,1770671903.76
Government Property Inspectors and Investigators,conv_baseline,Conv. Baseline,50.14,34489.02,2704629108.13
"Compensation, Benefits, and Job Analysis Specialists",conv_baseline,Conv. Baseline,33.65,34446.36,2653058401.21
Web and Digital Interface Designers,conv_baseline,Conv. Baseline,51.24,34375.57,3250921220.99
Interior Designers,conv_baseline,Conv. Baseline,49.33,34326.29,2179376452.78
Database Architects,conv_baseline,Conv. Baseline,68.69,33976.21,4174063907.49
Rehabilitation Counselors,conv_baseline,Conv. Baseline,38.06,33848.29,1560744827.86
Medical and Clinical Laboratory Technicians,conv_baseline,Conv. Baseline,39.30,33707.73,2086171703.95
Video Game Designers,conv_baseline,Conv. Baseline,60.30,33588.10,3294656750.74
"Bus Drivers, Transit and Intercity",conv_baseline,Conv. Baseline,22.47,33472.45,1922657522.02
"Mathematical Science Teachers, Postsecondary",conv_baseline,Conv. Baseline,68.09,33242.89,2637823046.93
"Library Assistants, Clerical",conv_baseline,Conv. Baseline,41.44,33179.85,1194806312.83
Cement Masons and Concrete Finishers,conv_baseline,Conv. Baseline,16.12,33093.05,1808865923.61
"Engineering Teachers, Postsecondary",conv_baseline,Conv. Baseline,82.86,33070.10,3509399239.90
Medical Transcriptionists,conv_baseline,Conv. Baseline,75.29,32429.42,1217724740.79
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",conv_baseline,Conv. Baseline,18.57,32387.80,1476559638.72
Pest Control Workers,conv_baseline,Conv. Baseline,33.67,32357.78,1447363380.26
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",conv_baseline,Conv. Baseline,24.87,32297.87,1487640079.95
Printing Press Operators,conv_baseline,Conv. Baseline,22.24,32275.99,1457583716.07
Diagnostic Medical Sonographers,conv_baseline,Conv. Baseline,37.23,32186.07,2875503406.76
Probation Officers and Correctional Treatment Specialists,conv_baseline,Conv. Baseline,36.82,31963.15,2062262158.64
"Title Examiners, Abstractors, and Searchers",conv_baseline,Conv. Baseline,66.18,31880.07,1752766373.91
"Psychology Teachers, Postsecondary",conv_baseline,Conv. Baseline,75.88,31574.66,2536392356.85
Art Directors,conv_baseline,Conv. Baseline,62.54,31499.89,3497747274.71
Information Technology Project Managers,conv_baseline,Conv. Baseline,67.85,31333.09,3414366374.40
Validation Engineers,conv_baseline,Conv. Baseline,35.48,31062.09,3141619441.42
Photographers,conv_baseline,Conv. Baseline,60.56,31023.68,1319126934.42
Veterinary Technologists and Technicians,conv_baseline,Conv. Baseline,23.55,30921.07,1421750602.17
Actors,conv_baseline,Conv. Baseline,79.37,30794.92,2402004079.84
Security and Fire Alarm Systems Installers,conv_baseline,Conv. Baseline,37.72,30748.65,1823395170.08
First-Line Supervisors of Personal Service Workers,conv_baseline,Conv. Baseline,27.95,30100.48,1569362658.12
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",conv_baseline,Conv. Baseline,20.62,29614.64,998605677.43
Chemical Technicians,conv_baseline,Conv. Baseline,52.62,29280.34,1692110881.90
Talent Directors,conv_baseline,Conv. Baseline,50.97,29227.97,2439951316.63
Computer and Information Research Scientists,conv_baseline,Conv. Baseline,75.93,29217.43,4117028448.42
Concierges,conv_baseline,Conv. Baseline,65.83,29094.74,1085815825.14
Chemical Equipment Operators and Tenders,conv_baseline,Conv. Baseline,22.80,29046.45,1658261961.97
Data Warehousing Specialists,conv_baseline,Conv. Baseline,88.71,28729.65,3906657384.40
"Computer Science Teachers, Postsecondary",conv_baseline,Conv. Baseline,79.16,28687.19,2773764798.78
Brokerage Clerks,conv_baseline,Conv. Baseline,71.34,28602.14,1800218831.48
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",conv_baseline,Conv. Baseline,22.93,28468.86,1599095692.86
First-Line Supervisors of Police and Detectives,conv_baseline,Conv. Baseline,18.41,28194.40,2988042585.05
Veterinarians,conv_baseline,Conv. Baseline,34.16,27545.77,3457269497.66
"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",conv_baseline,Conv. Baseline,25.44,27402.52,1428697408.88
Word Processors and Typists,conv_baseline,Conv. Baseline,75.09,27054.37,1294551702.34
Security Managers,conv_baseline,Conv. Baseline,38.31,27029.25,2829692118.49
School Bus Monitors,conv_baseline,Conv. Baseline,36.95,26653.53,932340440.59
Loss Prevention Managers,conv_baseline,Conv. Baseline,16.16,26530.43,3622729781.92
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",conv_baseline,Conv. Baseline,43.74,26239.55,1870879981.16
First-Line Supervisors of Material-Moving Machine and Vehicle Operators,conv_baseline,Conv. Baseline,21.06,25931.31,1605148300.48
"Switchboard Operators, Including Answering Service",conv_baseline,Conv. Baseline,72.58,25931.14,994977971.37
Laundry and Dry-Cleaning Workers,conv_baseline,Conv. Baseline,13.23,25837.60,873311036.19
Electrical Power-Line Installers and Repairers,conv_baseline,Conv. Baseline,20.80,25727.81,2381366376.33
First-Line Supervisors of Passenger Attendants,conv_baseline,Conv. Baseline,23.83,25665.67,1338142712.09
Budget Analysts,conv_baseline,Conv. Baseline,53.93,25440.97,2237024705.43
Community Health Workers,conv_baseline,Conv. Baseline,41.39,25136.38,1282709589.49
Dishwashers,conv_baseline,Conv. Baseline,5.27,24840.27,836371961.69
Veterinary Assistants and Laboratory Animal Caretakers,conv_baseline,Conv. Baseline,21.56,24617.58,918728056.53
Couriers and Messengers,conv_baseline,Conv. Baseline,33.87,24357.33,933860091.60
Labor Relations Specialists,conv_baseline,Conv. Baseline,37.62,24297.41,2271807910.64
Electrical and Electronic Equipment Assemblers,conv_baseline,Conv. Baseline,26.38,24032.50,1062476784.30
Clinical Research Coordinators,conv_baseline,Conv. Baseline,46.49,24015.08,3870751104.50
Parking Attendants,conv_baseline,Conv. Baseline,17.80,23964.20,829161160.85
Maids and Housekeeping Cleaners,conv_baseline,Conv. Baseline,2.80,23897.32,828281146.38
Phlebotomists,conv_baseline,Conv. Baseline,17.06,23688.24,1034228381.10
Private Detectives and Investigators,conv_baseline,Conv. Baseline,60.57,23438.69,1227483937.34
"Fraud Examiners, Investigators and Analysts",conv_baseline,Conv. Baseline,68.45,23412.96,1877484899.93
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",conv_baseline,Conv. Baseline,15.06,23313.86,961230422.48
Lodging Managers,conv_baseline,Conv. Baseline,56.23,23250.77,1584074854.54
"Communications Teachers, Postsecondary",conv_baseline,Conv. Baseline,78.83,23064.21,1794395249.12
Crossing Guards and Flaggers,conv_baseline,Conv. Baseline,25.46,22959.14,865559600.76
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",conv_baseline,Conv. Baseline,14.37,22926.83,1091088051.26
Family Medicine Physicians,conv_baseline,Conv. Baseline,21.06,22735.38,5419660830.38
"Mixing and Blending Machine Setters, Operators, and Tenders",conv_baseline,Conv. Baseline,22.50,22692.70,1081987920.67
Medical Equipment Repairers,conv_baseline,Conv. Baseline,37.28,22678.60,1420360852.27
Medical and Clinical Laboratory Technologists,conv_baseline,Conv. Baseline,52.46,22492.96,1392089571.59
Postal Service Clerks,conv_baseline,Conv. Baseline,28.78,22467.02,1384642691.32
Occupational Therapists,conv_baseline,Conv. Baseline,40.17,22455.66,2208289230.19
School Psychologists,conv_baseline,Conv. Baseline,34.71,22153.91,1925839200.68
Slaughterers and Meat Packers,conv_baseline,Conv. Baseline,32.66,22044.06,877133068.71
Speech-Language Pathology Assistants,conv_baseline,Conv. Baseline,28.83,21892.79,1008162901.75
Dental Hygienists,conv_baseline,Conv. Baseline,9.99,21878.60,2062276541.76
"Pediatricians, General",conv_baseline,Conv. Baseline,50.52,21702.40,4560324711.32
Psychiatric Technicians,conv_baseline,Conv. Baseline,15.72,21429.99,912703439.34
Respiratory Therapists,conv_baseline,Conv. Baseline,15.65,21348.79,1717510080.99
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",conv_baseline,Conv. Baseline,34.58,21293.01,1318037012.78
Transportation Planners,conv_baseline,Conv. Baseline,57.57,21281.97,2135433085.77
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",conv_baseline,Conv. Baseline,18.89,21138.83,1194978139.60
"News Analysts, Reporters, and Journalists",conv_baseline,Conv. Baseline,50.37,20929.75,1261645030.05
Construction and Building Inspectors,conv_baseline,Conv. Baseline,24.32,20864.39,1504739711.50
Clinical and Counseling Psychologists,conv_baseline,Conv. Baseline,28.86,20831.56,1996288758.86
Film and Video Editors,conv_baseline,Conv. Baseline,72.00,20778.68,1474870585.29
Transportation Security Screeners,conv_baseline,Conv. Baseline,44.68,20703.56,1311777805.87
Pharmacy Aides,conv_baseline,Conv. Baseline,50.04,20565.41,760920248.71
Civil Engineering Technologists and Technicians,conv_baseline,Conv. Baseline,32.67,20300.84,1303313768.44
Helpers--Production Workers,conv_baseline,Conv. Baseline,12.12,20295.70,775701633.51
Photonics Engineers,conv_baseline,Conv. Baseline,54.71,20274.55,2387328078.61
Equal Opportunity Representatives and Officers,conv_baseline,Conv. Baseline,31.77,20145.20,1579786410.72
Mechanical Drafters,conv_baseline,Conv. Baseline,50.12,19995.93,1369921232.24
Massage Therapists,conv_baseline,Conv. Baseline,20.80,19975.47,1157578282.70
Cytotechnologists,conv_baseline,Conv. Baseline,45.93,19694.13,1218870000.13
Packaging and Filling Machine Operators and Tenders,conv_baseline,Conv. Baseline,5.10,19588.81,801182325.72
Bioinformatics Scientists,conv_baseline,Conv. Baseline,72.19,19562.33,1825752179.61
"Education and Childcare Administrators, Preschool and Daycare",conv_baseline,Conv. Baseline,27.09,19399.41,1091604829.19
Non-Destructive Testing Specialists,conv_baseline,Conv. Baseline,40.30,19222.33,1487616142.64
Aircraft Mechanics and Service Technicians,conv_baseline,Conv. Baseline,14.03,19133.35,1505412240.17
"Special Education Teachers, Kindergarten",conv_baseline,Conv. Baseline,20.58,19111.57,1228300354.09
Aerospace Engineers,conv_baseline,Conv. Baseline,27.46,18790.65,2533543715.63
Biochemists and Biophysicists,conv_baseline,Conv. Baseline,53.57,18491.75,1916670351.91
"Special Education Teachers, Elementary School",conv_baseline,Conv. Baseline,19.90,18482.30,1187857304.92
Cabinetmakers and Bench Carpenters,conv_baseline,Conv. Baseline,23.19,18449.25,849034553.79
Cleaners of Vehicles and Equipment,conv_baseline,Conv. Baseline,4.91,18379.62,648249251.86
Solar Thermal Installers and Technicians,conv_baseline,Conv. Baseline,8.43,18368.14,1156641706.07
Automotive Body and Related Repairers,conv_baseline,Conv. Baseline,11.71,18170.33,939042470.90
Urban and Regional Planners,conv_baseline,Conv. Baseline,41.57,17893.08,1498008887.48
Commercial and Industrial Designers,conv_baseline,Conv. Baseline,58.71,17760.43,1411066093.40
"Transportation, Storage, and Distribution Managers",conv_baseline,Conv. Baseline,27.35,17682.64,1803805782.57
Automotive and Watercraft Service Attendants,conv_baseline,Conv. Baseline,17.99,17679.42,616127823.12
